Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     37.76     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<Runnable> >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<Runnable> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<Runnable> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     37.76     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<Runnable> >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<Runnable> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<Runnable> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<Runnable> > >*)
  0.00     37.76     0.00        1     0.00     0.00  void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > > >::_M_construct_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::shared_ptr<fifo::FifoSession>&>(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::shared_ptr<fifo::FifoSession>&)
  0.00     37.76     0.00        1     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::shared_ptr<fifo::FifoSession>&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::shared_ptr<fifo::FifoSession>&)
  0.00     37.76     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     37.76     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::weak_ptr<fifo::FifoSession> > >*)
  0.00     37.76     0.00        1     0.00     0.00  decltype (::new ((void*)(0)) tcp::TcpSession(std::declval<ServerOptions const&>(), std::declval<std::shared_ptr<tcp::ConnectionDetails>&>(), std::declval<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>())) std::construct_at<tcp::TcpSession, ServerOptions const&, std::shared_ptr<tcp::ConnectionDetails>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(tcp::TcpSession*, ServerOptions const&, std::shared_ptr<tcp::ConnectionDetails>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)

			Call graph


granularity: each sample hit covers 4 byte(s) for 0.03% of 37.76 seconds

index % time    self  children    called     name
[1]     85.1    0.00   32.15      12+9595    <cycle 2 as a whole> [1]
                0.00   30.28       7+13          ThreadPool::get() <cycle 2> [2]
                0.00    1.87    9552             boost::asio::detail::scheduler::do_run_one(boost::asio::detail::conditionally_enabled_mutex::scoped_lock&, boost::asio::detail::scheduler_thread_info&, boost::system::error_code const&) <cycle 2> [24]
                0.00    0.00       6             boost::asio::detail::scheduler::shutdown() <cycle 2> [67]
                0.00    0.00       1             tcp::TcpAcceptor::createSession(std::shared_ptr<tcp::ConnectionDetails>) <cycle 2> [80]
                0.00    0.00       1             fifo::FifoAcceptor::createSession() <cycle 2> [85]
                0.00    0.00       7+26          tcp::TcpAcceptor::accept() <cycle 2> [244]
                0.00    0.00      13             ThreadPool::push(std::shared_ptr<Runnable>) <cycle 2> [216]
                0.00    0.00       8             ThreadPool::createThread() <cycle 2> [234]
                0.00    0.00       5             std::_Sp_counted_ptr_inplace<tcp::ConnectionDetails, std::allocator<tcp::ConnectionDetails>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 2> [277]
                0.00    0.00       2             boost::asio::io_context::run() <cycle 2> [301]
                0.00    0.00       2             boost::asio::detail::scheduler::run(boost::system::error_code&) <cycle 2> [302]
                0.00    0.00       1             fifo::FifoAcceptor::run() <cycle 2> [331]
                0.00    0.00       1             tcp::TcpAcceptor::run() <cycle 2> [324]
                0.00    0.00       1             tcp::TcpSession::run() <cycle 2> [320]
-----------------------------------------------
                                  13             ThreadPool::get() <cycle 2> [2]
                                   7             ThreadPool::createThread() <cycle 2> [234]
[2]     80.2    0.00   30.28       7+13      ThreadPool::get() <cycle 2> [2]
                0.01   30.27       4/4           TaskController::Worker::run() [3]
                0.00    0.00      12/12          std::deque<std::shared_ptr<Runnable>, std::allocator<std::shared_ptr<Runnable> > >::pop_front() [218]
                0.00    0.00       7/7           Runnable::killThread() const [255]
                0.00    0.00       5/5           KillThread::killThread() const [275]
                0.00    0.00       4/4           TaskController::Worker::~Worker() [280]
                0.00    0.00       4/4           std::_Sp_counted_ptr_inplace<TaskController::Worker, std::allocator<TaskController::Worker>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [291]
                0.00    0.00       4/4           std::_Sp_counted_ptr_inplace<TaskController::Worker, std::allocator<TaskController::Worker>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [290]
                0.00    0.00       1/1           fifo::FifoSession::~FifoSession() [330]
                0.00    0.00       1/1           std::_Sp_counted_ptr_inplace<fifo::FifoSession, std::allocator<fifo::FifoSession>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [379]
                0.00    0.00       1/1           tcp::TcpSession::~TcpSession() [323]
                                   1             tcp::TcpSession::run() <cycle 2> [320]
                                   1             fifo::FifoAcceptor::run() <cycle 2> [331]
                                   1             tcp::TcpAcceptor::run() <cycle 2> [324]
                                  13             ThreadPool::get() <cycle 2> [2]
-----------------------------------------------
                0.01   30.27       4/4           ThreadPool::get() <cycle 2> [2]
[3]     80.2    0.01   30.27       4         TaskController::Worker::run() [3]
                1.06   26.73 8103945/8103945     Task::processNext() [4]
                1.29    1.16 10681197/10681197     Task::extractKeyNext() [23]
                0.00    0.03   15039/15039       std::__tree_barrier<void (*)() noexcept>::arrive(long) [60]
                0.00    0.00   15687/15687       void std::__atomic_wait_address<std::__barrier_phase_t, std::__tree_barrier<void (*)() noexcept>::wait(std::__barrier_phase_t&&) const::{lambda()#1}>(std::__barrier_phase_t const*, std::__tree_barrier<void (*)() noexcept>::wait(std::__barrier_phase_t&&) const::{lambda()#1}) [99]
-----------------------------------------------
                1.06   26.73 8103945/8103945     TaskController::Worker::run() [3]
[4]     73.6    1.06   26.73 8103945         Task::processNext() [4]
                0.25   26.48 8272220/8272220     Transaction::processRequest[abi:cxx11](std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >) [5]
-----------------------------------------------
                0.25   26.48 8272220/8272220     Task::processNext() [4]
[5]     70.8    0.25   26.48 8272220         Transaction::processRequest[abi:cxx11](std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >) [5]
                1.68   21.76 8811977/8811977     Transaction::matchAds(std::vector<Ad, std::allocator<Ad> > const&) [6]
                0.11    1.68 8952288/8952288     Transaction::Transaction(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >) [26]
                0.46    0.02 16486739/27547201     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [38]
                0.04    0.29 5484592/5484592     Ad::getAdsBySize(std::basic_string_view<char, std::char_traits<char> >) [46]
                0.06    0.04 2596144/2596144     operator<<(std::ostream&, Transaction const&) [49]
                0.08    0.00 6330506/6330506     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [50]
                0.08    0.00 6315048/6315048     std::enable_if<__and_<std::is_convertible<std::basic_string_view<char, std::char_traits<char> > const&, std::basic_string_view<char, std::char_traits<char> > >, std::__not_<std::is_convertible<std::basic_string_view<char, std::char_traits<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*> >, std::__not_<std::is_convertible<std::basic_string_view<char, std::char_traits<char> > const&, char const*> > >::value, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append<std::basic_string_view<char, std::char_traits<char> > >(std::basic_string_view<char, std::char_traits<char> > const&) [51]
                0.08    0.00 6261170/6261170     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(unsigned long, char) [52]
                0.07    0.00 9050944/9050944     Transaction::~Transaction() [53]
                0.03    0.00 5609622/7921909     TaskController::isDiagnosticsEnabled() [55]
-----------------------------------------------
                1.68   21.76 8811977/8811977     Transaction::processRequest[abi:cxx11](std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >) [5]
[6]     62.1    1.68   21.76 8811977         Transaction::matchAds(std::vector<Ad, std::allocator<Ad> > const&) [6]
               21.74    0.02 213355019/213355019     AdBidBackEmplacer std::__set_intersection<__gnu_cxx::__normal_iterator<AdBid const*, std::vector<AdBid, std::allocator<AdBid> > >, __gnu_cxx::__normal_iterator<std::basic_string_view<char, std::char_traits<char> > const*, std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > > >, AdBidBackEmplacer, __gnu_cxx::__ops::_Iter_comp_iter<Comparator> >(__gnu_cxx::__normal_iterator<AdBid const*, std::vector<AdBid, std::allocator<AdBid> > >, __gnu_cxx::__normal_iterator<AdBid const*, std::vector<AdBid, std::allocator<AdBid> > >, __gnu_cxx::__normal_iterator<std::basic_string_view<char, std::char_traits<char> > const*, std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > > >, __gnu_cxx::__normal_iterator<std::basic_string_view<char, std::char_traits<char> > const*, std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > > >, AdBidBackEmplacer, __gnu_cxx::__ops::_Iter_comp_iter<Comparator>) [7]
-----------------------------------------------
               21.74    0.02 213355019/213355019     Transaction::matchAds(std::vector<Ad, std::allocator<Ad> > const&) [6]
[7]     57.6   21.74    0.02 213355019         AdBidBackEmplacer std::__set_intersection<__gnu_cxx::__normal_iterator<AdBid const*, std::vector<AdBid, std::allocator<AdBid> > >, __gnu_cxx::__normal_iterator<std::basic_string_view<char, std::char_traits<char> > const*, std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > > >, AdBidBackEmplacer, __gnu_cxx::__ops::_Iter_comp_iter<Comparator> >(__gnu_cxx::__normal_iterator<AdBid const*, std::vector<AdBid, std::allocator<AdBid> > >, __gnu_cxx::__normal_iterator<AdBid const*, std::vector<AdBid, std::allocator<AdBid> > >, __gnu_cxx::__normal_iterator<std::basic_string_view<char, std::char_traits<char> > const*, std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > > >, __gnu_cxx::__normal_iterator<std::basic_string_view<char, std::char_traits<char> > const*, std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > > >, AdBidBackEmplacer, __gnu_cxx::__ops::_Iter_comp_iter<Comparator>) [7]
